FPDS_legal_business_name,SBIR_company,FPDS_city,FPDS_state,SBIR_city,SBIR_state,fuzz_score,search_keyword
PROCERUS TECHNOLOGIES LC,PROCERUS TECHNOLOGIES LC,OREM,UT,Orem,UT,100,PROCERUS TECHNOLOGIES LC
OMNITEK PARTNERS LLC,OMNITEK PARTNERS LLC,BAY SHORE,NY,Ronkonkoma,NY,100,OMNITEK PARTNERS LLC
"INNOSYS, INC.","INNOSYS, INC.",SALT LAKE CITY,UT,SALT LAKE CITY,UT,100,"INNOSYS, INC."
VISTA CLARA INC.,VISTA CLARA INC.,MUKILTEO,WA,Mukilteo,WA,100,VISTA CLARA INC.
PHOENIX LLC,Phoenix LLC,MONONA,WI,Monona,WI,100,Phoenix LLC
"BLACKBOX BIOMETRICS, INC.","Blackbox Biometrics, Inc.",ROCHESTER,NY,Rochester,NY,100,"Blackbox Biometrics, Inc."
"AURA TECHNOLOGIES, LLC","AURA Technologies, LLC",CARRBORO,NC,Carrboro,NC,100,"AURA Technologies, LLC"
"AURA TECHNOLOGIES, LLC","AURA Technologies, LLC",CARRBORO,NC,Carrboro,NC,100,"AURA Technologies, LLC"
"AURA TECHNOLOGIES, LLC","AURA Technologies, LLC",RALEIGH,NC,Carrboro,NC,100,"AURA Technologies, LLC"
"AURA TECHNOLOGIES, LLC","AURA Technologies, LLC",RALEIGH,NC,Carrboro,NC,100,"AURA Technologies, LLC"
"BH TECHNOLOGY, LLC",BH Technology LLC,MONSEY,NY,Pomona,NY,100,BH Technology LLC
THE SENTIENT CORP,THE SENTIENT CORP,HARVEST,AL,Harvest,AL,100,THE SENTIENT CORP
ADYTON PBC INC,ADYTON PBC INC,SCOTTSDALE,AZ,Scottsdale,AZ,100,ADYTON PBC INC
"BASECONNECT, LLC","BASECONNECT, LLC",ENID,OK,Enid,OK,100,"BASECONNECT, LLC"
"HADRON INDUSTRIES, INC.","Hadron Industries, Inc.",CONCORD,NH,Cambridge,MA,100,"Hadron Industries, Inc."
"THINK-A-MOVE, LTD",THINK-A-MOVE LTD,CLEVELAND,OH,Beachwood,OH,100,THINK-A-MOVE LTD
TRANSLUME INC,"TRANSLUME, INC.",ANN ARBOR,MI,Ann Arbor,MI,100,"TRANSLUME, INC."
ADVANCED ENGINES DEVELOPMENT CORPORATION,Advanced Engines Development Corporation,MILWAUKEE,WI,Milwaukee,WI,100,Advanced Engines Development Corporation
MILLENWORKS,MillenWorks,TUSTIN,CA,Tustin,CA,100,MillenWorks
"THERMOANALYTICS, INC",THERMOANALYTICS INC,CALUMET,MI,Calumet,MI,100,THERMOANALYTICS INC
"GLOBAL EMBEDDED TECHNOLOGIES, INC","GLOBAL EMBEDDED TECHNOLOGIES, INC",FARMINGTON HILLS,MI,Farmington Hills,MI,100,"GLOBAL EMBEDDED TECHNOLOGIES, INC"
"PRECISION COMBUSTION, INC","PRECISION COMBUSTION, INC.",NORTH HAVEN,CT,North Haven,CT,100,"PRECISION COMBUSTION, INC."
JADI INC,"JADI, INC.",TROY,MI,Rochester Hills,MI,100,"JADI, INC."
ROCKY RESEARCH,Rocky Research,BOULDER CITY,NV,Boulder City,NV,100,Rocky Research
"VECNA TECHNOLOGIES, INC.","Vecna Technologies, Inc.",GREENBELT,MD,Greenbelt,MD,100,"Vecna Technologies, Inc."
"SIGNATURE RESEARCH, INC","Signature Research, Inc.",CALUMET,MI,Calumet,MI,100,"Signature Research, Inc."
COMPUTATIONAL DYNAMICS INC,COMPUTATIONAL DYNAMICS INC,BERWYN,IL,Berwyn,IL,100,COMPUTATIONAL DYNAMICS INC
"THERMOANALYTICS, INC.",THERMOANALYTICS INC,CALUMET,MI,Calumet,MI,100,THERMOANALYTICS INC
"NEXTECH MATERIALS, LTD.","Nextech Materials, Ltd.",LEWIS CENTER,OH,Lewis Center,OH,100,"Nextech Materials, Ltd."
"ANP TECHNOLOGIES, INC.","ANP TECHNOLOGIES, INC.",NEWARK,DE,Newark,DE,100,"ANP TECHNOLOGIES, INC."
"RAMDO SOLUTIONS, LLC","RAMDO Solutions, LLC",IOWA CITY,IA,Iowa City,IA,100,"RAMDO Solutions, LLC"
"STILMAN ADVANCED STRATEGIES, LLC",STILMAN ADVANCED STRATEGIES LLC,DENVER,CO,Denver,CO,100,STILMAN ADVANCED STRATEGIES LLC
"NEYA SYSTEMS, LLC","Neya Systems, LLC",WARRENDALE,PA,Wexford,PA,100,"Neya Systems, LLC"
"NEYA SYSTEMS, LLC","Neya Systems, LLC",WARRENDALE,PA,Wexford,PA,100,"Neya Systems, LLC"
"NEYA SYSTEMS, LLC","Neya Systems, LLC",WEXFORD,PA,Wexford,PA,100,"Neya Systems, LLC"
"NEYA SYSTEMS, LLC","Neya Systems, LLC",WEXFORD,PA,Wexford,PA,100,"Neya Systems, LLC"
CAMX POWER LLC,CAMX Power LLC,LEXINGTON,MA,Lexington,MA,100,CAMX Power LLC
"ARDICA TECHNOLOGIES, INC.","ARDICA TECHNOLOGIES, INC.",SAN FRANCISCO,CA,San Francisco,CA,100,"ARDICA TECHNOLOGIES, INC."
"GCAS, INC.","GCAS, Inc.",SAN MARCOS,CA,San Marcos,CA,100,"GCAS, Inc."
D 2 INCORPORATED,D 2 INCORPORATED,NORTH FALMOUTH,MA,North Falmouth,MA,100,D 2 INCORPORATED
"CINTEL, INC.","Cintel, Inc.",HUNTSVILLE,AL,Huntsville,AL,100,"Cintel, Inc."
"SKYHAVEN SYSTEMS, LLC","Skyhaven Systems, LLC",STEAMBOAT SPRINGS,CO,Steamboat Springs,CO,100,"Skyhaven Systems, LLC"
"CLOUDJUNCXION, INC.",CLOUDJUNCXION INC,BRIDGEWATER,NJ,Bridgewater,NJ,100,CLOUDJUNCXION INC
"ANAVATION, LLC","AnaVation, LLC",CHANTILLY,VA,Reston,VA,100,"AnaVation, LLC"
MOBERG RESEARCH INC,MOBERG RESEARCH INC,AMBLER,PA,Ambler,PA,100,MOBERG RESEARCH INC
"TOUCH OF LIFE TECHNOLOGIES, INC","TOUCH OF LIFE TECHNOLOGIES, INC.",AURORA,CO,Aurora,CO,100,"TOUCH OF LIFE TECHNOLOGIES, INC."
SOUND INNOVATIONS INC.,"SOUND INNOVATIONS, INC.",WHITE RIVER JUNCTION,VT,White River Junction,VT,100,"SOUND INNOVATIONS, INC."
BIOO SCIENTIFIC CORPORATION,BIOO SCIENTIFIC CORPORATION,AUSTIN,TX,Austin,TX,100,BIOO SCIENTIFIC CORPORATION
LAUNCHBAY LLC,LaunchBay LLC,SHREWSBURY,MA,North Billerica,MA,100,LaunchBay LLC
LAUNCHBAY LLC,LaunchBay LLC,SHREWSBURY,MA,North Billerica,MA,100,LaunchBay LLC
LAUNCHBAY LLC,LaunchBay LLC,CHELMSFORD,MA,North Billerica,MA,100,LaunchBay LLC
LAUNCHBAY LLC,LaunchBay LLC,CHELMSFORD,MA,North Billerica,MA,100,LaunchBay LLC
ADVANCED CIRCULATORY SYSTEMS INC,"ADVANCED CIRCULATORY SYSTEMS, INC.",SAINT PAUL,MN,Roseville,MN,100,"ADVANCED CIRCULATORY SYSTEMS, INC."
SONIVATE MEDICAL INC,SONIVATE MEDICAL INC,BEAVERTON,OR,Beaverton,OR,100,SONIVATE MEDICAL INC
BIOSENTINEL INC,"BIOSENTINEL, INC. ",AUSTIN,TX,Madison,WI,100,"BIOSENTINEL, INC. "
FLASHBACK TECHNOLOGIES INC,Flashback Technologies Inc,BOULDER,CO,Boulder,CO,100,Flashback Technologies Inc
"OPERATIVE EXPERIENCE, INC.","OPERATIVE EXPERIENCE, INC.",NORTH EAST,MD,North East,MD,100,"OPERATIVE EXPERIENCE, INC."
"STARIX TECHNOLOGY, INC.","STARIX TECHNOLOGY, INC.",IRVINE,CA,Irvine,CA,100,"STARIX TECHNOLOGY, INC."
KYOS SYSTEMS INC.,"KYOS SYSTEMS, INC.",CANTON,MA,Canton,MA,100,"KYOS SYSTEMS, INC."
"RE2, INC.","RE2, INC.",PITTSBURGH,PA,Pittsburgh,PA,100,"RE2, INC."
TISSUE TESTING TECHNOLOGIES LLC,TISSUE TESTING TECHNOLOGIES LLC,NORTH CHARLESTON,SC,North Charleston,SC,100,TISSUE TESTING TECHNOLOGIES LLC
VECTOR TEST SYSTEMS,VECTOR TEST SYSTEMS,NEWBURY PARK,CA,Thousand Oaks,CA,100,VECTOR TEST SYSTEMS
"SILK TECHNOLOGIES, LTD.","Silk Technologies, Ltd.",PLYMOUTH,MN,Plymouth,MN,100,"Silk Technologies, Ltd."
"COMMONWEALTH INFORMATICS, INC.","Commonwealth Informatics, Inc.",WALTHAM,MA,Gloucester,MA,100,"Commonwealth Informatics, Inc."
"SIMETRI, INC.",SIMETRI INC,WINTER PARK,FL,Winter Park,FL,100,SIMETRI INC
CRITICAL INNOVATIONS LLC,Critical Innovations LLC,INGLEWOOD,CA,Inglewood,CA,100,Critical Innovations LLC
"COGNITIVE MEDICAL SYSTEMS, INC.","Cognitive Medical Systems, Inc.",SAN DIEGO,CA,SAN DIEGO,CA,100,"Cognitive Medical Systems, Inc."
"OPHIREX, INC.","OPHIREX, INC.",CORTE MADERA,CA,Corte Madera,CA,100,"OPHIREX, INC."
"SWITCHBOX, INC.","Switchbox, Inc.",COLUMBUS,OH,Columbus,OH,100,"Switchbox, Inc."
"NEAR EARTH AUTONOMY, INC.","Near Earth Autonomy, Inc.",PITTSBURGH,PA,Pittsburgh,PA,100,"Near Earth Autonomy, Inc."
"LIFEWARE LABS, LLC","Lifeware Labs, LLC",PITTSBURGH,PA,Pittsburgh,PA,100,"Lifeware Labs, LLC"
"INNOVITAL SYSTEMS, INC.",INNOVITAL SYSTEMS INC,CALVERTON,MD,Calverton,MD,100,INNOVITAL SYSTEMS INC
"BIOMOJO, LLC",BIOMOJO LLC,CARY,NC,Cary,NC,100,BIOMOJO LLC
"IFYBER, LLC","IFYBER, LLC",ITHACA,NY,Ithaca,NY,100,"IFYBER, LLC"
"HUMAN SYSTEMS INTEGRATION, INC","Human Systems Integration, Inc",EAST WALPOLE,MA,Walpole,MA,100,"Human Systems Integration, Inc"
CYTOSORBENTS MEDICAL INC,CYTOSORBENTS MEDICAL INC,PRINCETON,NJ,Monmouth Junction,NJ,100,CYTOSORBENTS MEDICAL INC
VCOM3D INC,VCOM3D INC,ORLANDO,FL,Orlando,FL,100,VCOM3D INC
"SYNEDGEN, INC.","SYNEDGEN, INC.",CLAREMONT,CA,Claremont,CA,100,"SYNEDGEN, INC."
"APTITUDE MEDICAL SYSTEMS, INC.","Aptitude Medical Systems, Inc.",GOLETA,CA,Santa Barbara,CA,100,"Aptitude Medical Systems, Inc."
"GAND, INC.","GanD, Inc.",MIAMI BEACH,FL,Miami Beach,FL,100,"GanD, Inc."
"MANTEL TECHNOLOGIES, INC.",MANTEL TECHNOLOGIES INC,TACOMA,WA,Tacoma,WA,100,MANTEL TECHNOLOGIES INC
"DIGNITAS TECHNOLOGIES, LLC","DIGNITAS TECHNOLOGIES, LLC",ORLANDO,FL,Orlando,FL,100,"DIGNITAS TECHNOLOGIES, LLC"
"INERTIAL LABS, INC.","Inertial Labs, Inc.",PAEONIAN SPRINGS,VA,Paeonian Springs,VA,100,"Inertial Labs, Inc."
"INERTIAL LABS, INC.","Inertial Labs, Inc.",PAEONIAN SPRINGS,VA,Paeonian Springs,VA,100,"Inertial Labs, Inc."
"INERTIAL LABS, INC.","Inertial Labs, Inc.",STERLING,VA,Paeonian Springs,VA,100,"Inertial Labs, Inc."
"INERTIAL LABS, INC.","Inertial Labs, Inc.",STERLING,VA,Paeonian Springs,VA,100,"Inertial Labs, Inc."
OPTICAL SCIENCES CORPORATION,OPTICAL SCIENCES CORPORATION,HUNTSVILLE,AL,Huntsville,AL,100,OPTICAL SCIENCES CORPORATION
III N TECHNOLOGY INC,"III-N Technology, Inc",LUBBOCK,TX,Lubbock,TX,100,"III-N Technology, Inc"
TIAX LLC,TIAX LLC,CAMBRIDGE,MA,Lexington,MA,100,TIAX LLC
"ROCHESTER PRECISION OPTICS, LLC","Rochester Precision Optics, LLC",WEST HENRIETTA,NY,West Henrietta,NY,100,"Rochester Precision Optics, LLC"
RESODYN CORPORATION,RESODYN CORPORATION,BUTTE,MT,Butte,MT,100,RESODYN CORPORATION
"QUICKFLEX, INC",QUICKFLEX INC.,SAN ANTONIO,TX,San Antonio,TX,100,QUICKFLEX INC.
"SIMMTEC, INC","SIMMTEC, INC.",ALLISON PARK,PA,Allison Park,PA,100,"SIMMTEC, INC."
FIBER MATERIALS INC,"Fiber Materials, Inc.",BIDDEFORD,ME,Biddeford,ME,100,"Fiber Materials, Inc."
"SENTAR, INC","SENTAR, INC.",HUNTSVILLE,AL,Huntsville,AL,100,"SENTAR, INC."
"21ST CENTURY SYSTEMS, INC","21ST CENTURY SYSTEMS, INC.",HERNDON,VA,Omaha,NE,100,"21ST CENTURY SYSTEMS, INC."
ARC TECHNOLOGY LLC,ARC TECHNOLOGY LLC,WHITEWATER,KS,Whitewater,KS,100,ARC TECHNOLOGY LLC
"ANALYTICAL SERVICES, INC.","Analytical Services, Inc.",HUNTSVILLE,AL,Huntsville,AL,100,"Analytical Services, Inc."
"TOXCO, INC.",Toxco Inc.,ANAHEIM,CA,Folcroft,PA,100,Toxco Inc.
HIRSCH ENGINEERING & COMMUNICATIONS INC,"HIRSCH ENGINEERING & COMMUNICATIONS, INC",VANDALIA,OH,Vandalia,OH,100,"HIRSCH ENGINEERING & COMMUNICATIONS, INC"
"FIBER MATERIALS, INC.","Fiber Materials, Inc.",BIDDEFORD,ME,Biddeford,ME,100,"Fiber Materials, Inc."
"MICROCOSM, INC.","Microcosm, Inc.",HAWTHORNE,CA,Torrance,CA,100,"Microcosm, Inc."
POLARIX CORPORATION,Polarix Corporation ,ENCINITAS,CA,San Diego,CA,100,Polarix Corporation 
"LEWIS INNOVATIVE TECHNOLOGIES, INC.","Lewis Innovative Technologies, Inc.",DECATUR,AL,Decatur,AL,100,"Lewis Innovative Technologies, Inc."
"1ST EDGE, LLC","1st Edge, LLC",HUNTSVILLE,AL,Huntsville,AL,100,"1st Edge, LLC"
"AGENTASE, LLC",AGENTASE LLC,ELKRIDGE,MD,Pittsburgh,PA,100,AGENTASE LLC
"EPISENSORS, INC",EPISENSORS INC,BOLINGBROOK,IL,Bolingbrook,IL,100,EPISENSORS INC
SDPHOTONICS LLC,SDPHOTONICS LLC,OVIEDO,FL,Richardson,TX,100,SDPHOTONICS LLC
"ZETEO TECH, INC.","Zeteo Tech, Inc.",SYKESVILLE,MD,Sykesville,MD,100,"Zeteo Tech, Inc."
"APPLIED RESEARCH ASSOCIATES, INC.","Applied Research Associates, Inc.",ALBUQUERQUE,NM,Albuquerque,NM,100,"Applied Research Associates, Inc."
CHOSEN REALITIES LLC,Chosen Realities LLC,OVIEDO,FL,Orlando,FL,100,Chosen Realities LLC
"INTERPHASE MATERIALS, INC.","Interphase Materials, Inc.",PITTSBURGH,PA,Pittsburgh,PA,100,"Interphase Materials, Inc."
SENSODX II LLC,"SensoDX II, LLC",HOUSTON,TX,Houston,TX,100,"SensoDX II, LLC"
AURA TECHNOLOGIES LLC,"AURA Technologies, LLC",RALEIGH,NC,Carrboro,NC,100,"AURA Technologies, LLC"
PRINCETON LIGHTWAVE INC,"Princeton Lightwave, Inc.",CRANBURY,NJ,Cranbury,NJ,100,"Princeton Lightwave, Inc."
"ARGOS INTELLIGENCE, LLC","Argos Intelligence, LLC",MARIETTA,GA,Marietta,GA,100,"Argos Intelligence, LLC"
"ENIG ASSOCIATES, INC.","Enig Associates, Inc.",BETHESDA,MD,Rockville,MD,100,"Enig Associates, Inc."
"INTELLIGENT SYSTEMS TECHNOLOGY, INC.","INTELLIGENT SYSTEMS TECHNOLOGY, INC.",LOS ANGELES,CA,Los Angeles,CA,100,"INTELLIGENT SYSTEMS TECHNOLOGY, INC."
BASIC COMMERCE & INDUSTRIES INC,Basic Commerce & Industries Inc,MOORESTOWN,NJ,Moorestown,NJ,100,Basic Commerce & Industries Inc
"LUMETRICS, INC.",LUMETRICS INC,ROCHESTER,NY,Rochester,NY,100,LUMETRICS INC
"INERTIALWAVE, INC.",INERTIALWAVE INC,TORRANCE,CA,Manhattan Beach,CA,100,INERTIALWAVE INC
"GERBING'S HEATED CLOTHING, INC","GERBING'S HEATED CLOTHING, INC.",UNION,WA,Union,WA,100,"GERBING'S HEATED CLOTHING, INC."
COMMUNITY POWER CORPORATION,COMMUNITY POWER CORPORATION,LITTLETON,CO,Englewood,CO,100,COMMUNITY POWER CORPORATION
"PRIMAIRA, LLC","PRIMAIRA, LLC",WOBURN,MA,Woburn,MA,100,"PRIMAIRA, LLC"
"NOVATIO ENGINEERING, INC.","NOVATIO Engineering, Inc",BELMONT,MA,Belmont,MA,100,"NOVATIO Engineering, Inc"
"WARWICK MILLS, INC.",WARWICK MILLS INC,NEW IPSWICH,NH,New Ipswich,NH,100,WARWICK MILLS INC
"ALQIMI NATIONAL SECURITY, INC.","ALQIMI NATIONAL SECURITY, INC.",ROCKVILLE,MD,ROCKVILLE,MD,100,"ALQIMI NATIONAL SECURITY, INC."
"MESH, INC",MESH INC,OXFORD,PA,Oxford,PA,100,MESH INC
SOAR TECHNOLOGY INC,SOAR TECHNOLOGY INC,ANN ARBOR,MI,Ann Arbor,MI,100,SOAR TECHNOLOGY INC
BLAZETECH CORPORATION,BLAZETECH CORPORATION,CAMBRIDGE,MA,Woburn,MA,100,BLAZETECH CORPORATION
TCOM LIMITED PARTNERSHIP,"Tcom, Limited Partnership",COLUMBIA,MD,Columbia,MD,100,"Tcom, Limited Partnership"
"MICROWAVE PACKAGING TECHNOLOGY, INC.","Microwave Packaging Technology, Inc.",FULLERTON,CA,Fullerton,CA,100,"Microwave Packaging Technology, Inc."
AIRFOILS INC,AIRFOILS INC,PORT MATILDA,PA,Port Matilda,PA,100,AIRFOILS INC
"KUTTA TECHNOLOGIES, INC.","KUTTA TECHNOLOGIES, INC.",PHOENIX,AZ,Phoenix,AZ,100,"KUTTA TECHNOLOGIES, INC."
SKAYL LLC,SKAYL LLC,WESTMINSTER,MD,Westminster,MD,100,SKAYL LLC
"COLE ENGINEERING SERVICES, INC.","COLE ENGINEERING SERVICES, INC.",ORLANDO,FL,Orlando,FL,100,"COLE ENGINEERING SERVICES, INC."
"ANACONDA, INC.","ANACONDA, INC",AUSTIN,TX,Austin,TX,100,"ANACONDA, INC"
INTERLOG CORPORATION,Interlog Corporation ,ANAHEIM,CA,Anaheim,CA,100,Interlog Corporation 
INNOVATIVE IMAGING & RESEARCH CORP,INNOVATIVE IMAGING & RESEARCH CORP,STENNIS SPACE CENTER,MS,Stennis Space Center,MS,100,INNOVATIVE IMAGING & RESEARCH CORP
"MANAGEMENT SERVICES GROUP, INC.","MANAGEMENT SERVICES GROUP, INC.",VIRGINIA BEACH,VA,Virginia Beach,VA,100,"MANAGEMENT SERVICES GROUP, INC."
IMAGE MATTERS LLC,IMAGE MATTERS LLC,LEESBURG,VA,Leesburg,VA,100,IMAGE MATTERS LLC
"FLIGHT LANDATA, INC","Flight Landata, Inc.",NORTH ANDOVER,MA,North Andover,MA,100,"Flight Landata, Inc."
"BLACKMORE SENSORS AND ANALYTICS, INC.","Blackmore Sensors and Analytics, Inc.",BOZEMAN,MT,Bozeman,MT,100,"Blackmore Sensors and Analytics, Inc."
MODULA S INC,Modula S Inc,KETCHUM,ID,Sun Valley,ID,100,Modula S Inc
"TERRASIM, INC.","TERRASIM, INC.",PITTSBURGH,PA,Pittsburgh,PA,100,"TERRASIM, INC."
RESEARCH NETWORK INC,RESEARCH NETWORK INC,KENNESAW,GA,Kennesaw,GA,100,RESEARCH NETWORK INC
LITE MACHINES CORPORATION,Lite Machines Corporation,WEST LAFAYETTE,IN,We,IN,100,Lite Machines Corporation
"ADVANCED INFONEERING, INC.","ADVANCED INFONEERING, INC.",IOWA CITY,IA,North Liberty,IA,100,"ADVANCED INFONEERING, INC."
BALCONES TECHNOLOGIES LLC,Balcones Technologies LLC,AUSTIN,TX,Austin,TX,100,Balcones Technologies LLC
ELECTRODYNAMIC APPLICATIONS INC,Electrodynamic Applications Inc,ANN ARBOR,MI,Ann Arbor,MI,100,Electrodynamic Applications Inc
MAYACHITRA INC,"MAYACHITRA, INC.",SANTA BARBARA,CA,Santa Barbara,CA,100,"MAYACHITRA, INC."
"GEM POWER, LLC","GEM POWER, LLC",REDLANDS,CA,Redlands,CA,100,"GEM POWER, LLC"
MAKEL ENGINEERING INC,MAKEL ENGINEERING INC,CHICO,CA,Chico,CA,100,MAKEL ENGINEERING INC
"PRIORIA ROBOTICS, INC.","Prioria Robotics, Inc.",GAINESVILLE,FL,Gainesville,FL,100,"Prioria Robotics, Inc."
CYTOSORBENTS MEDICAL INC.,CYTOSORBENTS MEDICAL INC,MONMOUTH JUNCTION,NJ,Monmouth Junction,NJ,100,CYTOSORBENTS MEDICAL INC
"MAKEL ENGINEERING, INC.",MAKEL ENGINEERING INC,CHICO,CA,Chico,CA,100,MAKEL ENGINEERING INC
"SPECTRAL MD, INC.","Spectral Md, Inc. ",DALLAS,TX,Dallas,TX,100,"Spectral Md, Inc. "
"STRATEGIC INSIGHT, LTD","Strategic Insight, Ltd.",ARLINGTON,VA,Arlington,VA,100,"Strategic Insight, Ltd."
AGENTASE LLC,AGENTASE LLC,PITTSBURGH,PA,Pittsburgh,PA,100,AGENTASE LLC
BRIMROSE CORPORATION OF AMERICA,BRIMROSE CORPORATION OF AMERICA,SPARKS GLENCOE,MD,Sparks,MD,100,BRIMROSE CORPORATION OF AMERICA
BOSTON FUSION CORP.,BOSTON FUSION CORP,LEXINGTON,MA,Lexington,MA,100,BOSTON FUSION CORP
AVID LLC,AVID LLC,YORKTOWN,VA,Yorktown,VA,100,AVID LLC
"PHYSICS, MATERIALS AND APPLIED MATHMATICS RESEARCH LLC &","Physics, Materials, and Applied Mathematics Research L.L.C.",TUCSON,AZ,Tucson,AZ,99,"Physics, Materials, and Applied Mathematics Research L.L.C."
SCIENCE & ENGINEERING SERVICE INC,"SCIENCE & ENGINEERING SERVICES, INC.",COLUMBIA,MD,Columbia,MD,99,"SCIENCE & ENGINEERING SERVICES, INC."
SYSTEMS ENGINEERING ASSOCIATES,System Engineering Associates,MIDDLETOWN,RI,Newport,RI,98,System Engineering Associates
"TETRAMER TECHNOLOGIES,L.L.C.",TETRAMER TECHNOLOGIES LLC,PENDLETON,SC,Pendleton,SC,98,TETRAMER TECHNOLOGIES LLC
KT ENGINEERING CORPORATION,K T Engineering Corporation,MADISON,AL,Madison,AL,98,K T Engineering Corporation
ORBITAL TECHNOLOGIES CORP,Obital Technologies Corp,MADISON,WI,Madison,WI,98,Obital Technologies Corp
P C KRAUSE AND ASSOCIATES INC,"PC Krause And Associates, Inc.",WEST LAFAYETTE,IN,WEST LAFAYETTE,IN,98,"PC Krause And Associates, Inc."
NAVMAR APPLIED SCIENCES CORPOR,NAVMAR APPLIED SCIENCES CORP,WARMINSTER,PA,Warminster,PA,97,NAVMAR APPLIED SCIENCES CORP
ORBITAL TECHNOLOGIES CORPORATI,Orbital Technologies Corporation,MADISON,WI,Madison,WI,97,Orbital Technologies Corporation
"MATERIALS RESEARCH& DESIGN, IN",MATERIALS RESEARCH & DESIGN INC,ROSEMONT,PA,Wayne,PA,97,MATERIALS RESEARCH & DESIGN INC
STARA TECHNOLOGIES CORPORATION,STAR TECHNOLOGIES CORPORTATION,GILBERT,AZ,Great Falls,VA,97,STAR TECHNOLOGIES CORPORTATION
"THERMOANALYTICS,INC",THERMOANALYTICS INC,CALUMET,MI,Calumet,MI,97,THERMOANALYTICS INC
R L ASSOCIATES INC,"RL ASSOCIATES, INC.",CHESTER,PA,Yardley,PA,97,"RL ASSOCIATES, INC."
GLOBAL EMBEDDED TECHNOLOGIES I,"GLOBAL EMBEDDED TECHNOLOGIES, INC",FARMINGTON HIL,MI,Farmington Hills,MI,97,"GLOBAL EMBEDDED TECHNOLOGIES, INC"
ENGINEERED MACHINED PRODUCTS I,"Engineered Machined Products, Inc.",ESCANABA,MI,Escanaba,MI,97,"Engineered Machined Products, Inc."
"APPLIED ORDNANCE TECHNOLOGY, I",APPLIED ORDNANCE TECHNOLOGY,WALDORF,MD,Waldorf,MD,96,APPLIED ORDNANCE TECHNOLOGY
"TERRASIM , INC","TERRASIM, INC.",PITTSBURGH,PA,Pittsburgh,PA,96,"TERRASIM, INC."
ANALATOM INC,Analtom Inc,SANTA CLARA,CA,Sunnyvale,CA,96,Analtom Inc
AVIATION RESOURCES AND CONSULTING SERVICES LLC,AVIATION RESOURCES & CONSULTING SERVICES LLC,COOKEVILLE,TN,Cookeville,TN,96,AVIATION RESOURCES & CONSULTING SERVICES LLC
CRITICAL COMMUNICATIONS CONTROLS & INSTRUMENTS LLC,"CRITICAL COMMUNICATIONS, CONTROLS AND INSTRUMENTS, LLC",BRENTWOOD,NH,Hampton,NH,96,"CRITICAL COMMUNICATIONS, CONTROLS AND INSTRUMENTS, LLC"
ORBITAL TECHNOLOGIES COR,Obital Technologies Corp,MADISON,WI,Madison,WI,96,Obital Technologies Corp
EEI TECHNOLOGIES INC,"QEI Technologies, Inc.",DANBURY,CT,Denver,CO,95,"Mobile Energy Products, Inc."
SENTIENT CORPORATION,SENTIGEN CORPORATION,IDAHO FALLS,ID,NEW YORK,NY,95,Sentient Science Corporation
COMBUSTION RESEARCH AND FLOW TECHNOLOGY INC,COMBUSTION RESEARCH & FLOW TECHNOLOGY INC,PIPERSVILLE,PA,Pipersville,PA,95,COMBUSTION RESEARCH & FLOW TECHNOLOGY INC
SCIENTIFIC APPLICATION & RESEARCH ASSOCIATES,"SCIENTIFIC APPLICATIONS & RESEARCH ASSOCIATES, INC.",CYPRESS,CA,Cypress,CA,95,"SCIENTIFIC APPLICATIONS & RESEARCH ASSOCIATES, INC."
"PRATT & MILLER ENGINEERING & FABRICATION, INC.","Pratt & Miller Engineering & Fabrication, LLC",NEW HUDSON,MI,New Hudson,MI,95,"Pratt & Miller Engineering & Fabrication, LLC"
"E I C LABORATORIES, INC","EIC LABORATORIES, INC.",NORWOOD,MA,Norwood,MA,95,"EIC LABORATORIES, INC."
"MI TECHNICAL SOLUTIONS, INC.","TECHNICAL SOLUTIONS, INC.",CHESAPEAKE,VA,El Paso,TX,94,
MI TECHNICAL SOLUTIONS INC,"TECHNICAL SOLUTIONS, INC.",CHESAPEAKE,VA,El Paso,TX,94,
"TPL, INCORPORATED","Pxl, Inc.orporated",ALBUQUERQUE,NM,Monmouth Junction,NJ,94,"TPL, Inc."
K TECHNOLOGY CORP,LFK Technology Corp.,HORSHAM,PA,Rancho Palos Verd,CA,94,k Technology Corporation
GATR TECHNOLOGIES,GT TECHNOLOGIES,HUNTSVILLE,AL,Farmingville,NY,94,"Gatr Technologies, Inc."
INNOVATIVE DEFENSE TECHNOLOGIES,"Innovative Defense Technologies, LLC",WASHINGTON,DC,Arlington,VA,94,"Innovative Defense Technologies, LLC"
ANDRO COMPUTATIONAL SOLUTIONS,Andro Computational Solutions LLC,ROME,NY,Rome,NY,94,Andro Computational Solutions LLC
ADVANCED ROTORCRAFT TECHNOLOGY,"ADVANCED ROTORCRAFT TECHNOLOGY, INC.",MOUNTAIN VIEW,CA,Sunnyvale,CA,94,"ADVANCED ROTORCRAFT TECHNOLOGY, INC."
"ENERGETIC MATERIALS AND PRODUCTS, INC.","Energetic Materials & Products, Inc.",ROUND ROCK,TX,Round Rock,TX,94,"Energetic Materials & Products, Inc."
INTELLIGENT FUSION TECHNOLOGY,"INTELLIGENT FUSION TECHNOLOGY, INC.",GAITHERSBURG,MD,Germantown,MD,94,"INTELLIGENT FUSION TECHNOLOGY, INC."
